Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date
Test cases,OOSP-294,10485,Update Customer Address and Verify Update,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,Pass,Done,15/Nov/25 1:54 AM,15/Nov/25 1:57 AM,
Test cases,OOSP-293,10484,Verify Shipping Charge Stored in Order Totals,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,Pass,Done,15/Nov/25 1:53 AM,15/Nov/25 1:57 AM,
Test cases,OOSP-292,10483,Verify Product Stock Reduces After Purchase,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,Pass,Done,15/Nov/25 1:52 AM,15/Nov/25 1:57 AM,
Test cases,OOSP-291,10482,Verify Order History Log (Read),,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,High,Fail,Done,15/Nov/25 1:51 AM,15/Nov/25 1:57 AM,
Test cases,OOSP-290,10481,TC 5.2 Verify cart updates after adding multiple products,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 9:12 PM,14/Nov/25 9:12 PM,
Test cases,OOSP-289,10480,TC 5.1 Verify adding a product to the cart,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 9:10 PM,14/Nov/25 9:10 PM,
Test cases,OOSP-288,10479,TC 4.7 Verify navigation bar consistency,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 9:06 PM,14/Nov/25 9:06 PM,
Test cases,OOSP-287,10478,TC 4.6 Verify correct products display under category,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:54 PM,14/Nov/25 8:54 PM,
Test cases,OOSP-286,10477,TC 4.5 Verify breadcrumb updates correctly,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:53 PM,14/Nov/25 8:53 PM,
Test cases,OOSP-285,10476,TC 4.4 Verify redirection for subcategory,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:52 PM,14/Nov/25 8:52 PM,
Test cases,OOSP-283,10474,TC 4.3 Verify subcategory dropdown,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:49 PM,14/Nov/25 8:49 PM,
Test cases,OOSP-282,10473,TC 4.2 Verify all main categories are clickable,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:31 PM,14/Nov/25 8:31 PM,
Test cases,OOSP-281,10472,TC 4.1 Verify navigation bar visibility,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:31 PM,14/Nov/25 8:31 PM,
Test cases,OOSP-280,10471,TC 3.8	Verify sorting in search results,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:29 PM,14/Nov/25 8:29 PM,
Test cases,OOSP-279,10470,TC 3.7 Verify product details in search results,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:26 PM,14/Nov/25 8:26 PM,
Bug,OOSP-278,10469,Update Email (Unique Constraint) (database),Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,14/Nov/25 8:25 PM,14/Nov/25 11:56 PM,
Test cases,OOSP-277,10468,TC 3.6 Verify case insensitivity,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:24 PM,14/Nov/25 8:24 PM,
Test cases,OOSP-276,10467,Update Status (Database),Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:23 PM,14/Nov/25 11:56 PM,
Test cases,OOSP-275,10466,Successful New Customer (Create),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:22 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-274,10465,TC 3.5 Verify search with no matching results,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:22 PM,14/Nov/25 8:22 PM,
Test cases,OOSP-273,10464,Verify Password Hashing,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:22 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-272,10463,Read Core Data,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:21 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-271,10462,Successful New Return (Create):,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:21 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-270,10461,TC 3.4 Verify search by brand,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:21 PM,14/Nov/25 8:21 PM,
Test cases,OOSP-269,10460,Foreign Key Check (Customer),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:21 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-268,10459,Read Data,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:20 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-267,10458,TC 3.3 Verify search by partial name,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:20 PM,14/Nov/25 8:20 PM,
Test cases,OOSP-266,10457,Delete Record (DATABASE),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:19 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-265,10456,Trial Period Update,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:19 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-264,10455,TC 3.2 Verify search by full product name,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:19 PM,14/Nov/25 8:19 PM,
Test cases,OOSP-263,10454,Foreign Key Check (Product),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:19 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-262,10453,Read Core Data (DATABASE),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:18 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-261,10452,Verify Shipping/Payment Data (Read),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:18 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-260,10451,Verify Order Products (Read),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:17 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-259,10450,Verify Core Order Details (Read),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,14/Nov/25 8:17 PM,14/Nov/25 11:58 PM,
Test cases,OOSP-258,10449,TC 3.1 Verify search bar visibility,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 8:08 PM,14/Nov/25 8:08 PM,
Test cases,OOSP-257,10448,TC2.8 Verify access restriction after logout,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:51 PM,14/Nov/25 7:51 PM,
Test cases,OOSP-256,10447,TC2.7 Verify logout functionality,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:50 PM,14/Nov/25 7:50 PM,
Test cases,OOSP-255,10446,TC2.6 Verify viewing order details,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:49 PM,14/Nov/25 7:49 PM,
Test cases,OOSP-254,10445,TC2.5 Verify view order history,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:48 PM,14/Nov/25 7:48 PM,
Test cases,OOSP-253,10444,TC2.4 Verify password change,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:40 PM,14/Nov/25 7:50 PM,
Test cases,OOSP-252,10443,TC2.3 Verify editing profile with invalid data,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:39 PM,14/Nov/25 7:39 PM,
Test cases,OOSP-251,10442,TC2.2 Verify editing profile with valid data,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:38 PM,14/Nov/25 7:38 PM,
Test cases,OOSP-250,10441,TC2.1 Verify user can access “My Account” page after login,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:36 PM,14/Nov/25 7:36 PM,
Test cases,OOSP-249,10440,TC1.6 Verify “Forgot Password” with unregistered email,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:34 PM,14/Nov/25 7:34 PM,
Test cases,OOSP-248,10439,TC1.5 Verify “Forgot Password” with valid email,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:33 PM,14/Nov/25 7:33 PM,
Test cases,OOSP-247,10438,TC1.4 Verify registration with existing email,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:32 PM,14/Nov/25 7:32 PM,
Test cases,OOSP-246,10437,TC1.3 Verify registration with valid data,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:30 PM,14/Nov/25 7:30 PM,
Test cases,OOSP-245,10436,TC1.2 Verify login with invalid credentials,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:29 PM,14/Nov/25 8:26 PM,
Test cases,OOSP-244,10435,TC1.1 Verify login with valid credentials,,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:28 PM,14/Nov/25 7:28 PM,
Story,OOSP-243,10434,"6. Order Confirmation & Email Notification ""As a customer, I want to receive a clear order confirmation page and email after completing checkout, so I can verify that my order was successfully placed and contains the correct details.""",,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:19 PM,14/Nov/25 9:08 PM,
Story,OOSP-242,10433,"3.Search Bar ""As a customer, I want to search for products by name , brand, or category so that I can easily find the products I’m interested in without browsing through all categories.""",,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 7:19 PM,14/Nov/25 8:06 PM,
Story,OOSP-241,10432,"5.Cart & Checkout Process ""As a customer, I want to add products to my cart, manage quantities, choose shipping and payment options, and confirm my order, so I can complete my purchase easily and securely.""",,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 5:41 PM,14/Nov/25 9:07 PM,
Story,OOSP-239,10430,"4.Top Navigation Bar ""As a customer, I want to use the top navigation bar to quickly access product categories and subcategories so that I can easily browse and find products without typing in the search bar.""",,,Nourhan Sayed Mohamed Abdel Razek,617c5752b9c549006f17c1b4,Medium,To Do,,14/Nov/25 5:38 PM,14/Nov/25 8:32 PM,
Epic,OOSP-237,10428,"API 1: Product CRUD (Create, Delete, Validation)",,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 4:44 PM,14/Nov/25 4:58 PM,
API,OOSP-236,10427,POST /searchProduct: Verify special characters handling.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:23 PM,14/Nov/25 3:23 PM,
API,OOSP-235,10426,POST /searchProduct: Invalid Method Check (GET).,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
API,OOSP-234,10425,POST /searchProduct: Invalid datatype. search_product sent as number.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
API,OOSP-233,10424,POST /searchProduct: Verify response time within 3 seconds for invalid request.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
API,OOSP-232,10423,POST /searchProduct: Missing parameter. Verify error when search_product is not provided.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
API,OOSP-231,10422,POST /searchProduct: Verify response structure.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
Test cases,OOSP-230,10421,TC-API-022: Positive Test - Update Product Price,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 3:22 PM,14/Nov/25 11:58 PM,
API,OOSP-229,10420,POST /searchProduct: Invalid Method Check (GET).,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
API,OOSP-228,10419,POST /searchProduct: Verify empty search result for non-existing product.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:22 PM,14/Nov/25 3:23 PM,
API,OOSP-227,10418,POST /searchProduct: Verify response time is within 3 seconds.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:21 PM,14/Nov/25 3:23 PM,
API,OOSP-226,10417,POST /searchProduct: Successful search. Verify returning correct items.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:21 PM,14/Nov/25 3:23 PM,
API,OOSP-225,10416,PUT /brandsList: Validate response structure for invalid method.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:21 PM,14/Nov/25 3:23 PM,
API,OOSP-224,10415,PUT /brandsList: Verify response time within 3 seconds.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:21 PM,14/Nov/25 3:23 PM,
API,OOSP-223,10414,PUT /brandsList: Invalid Method Check. Verify updating brand list is blocked.,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Mariam Hussien,5e310cd59029c30ca0bc6d4f,Medium,To Do,,14/Nov/25 3:20 PM,14/Nov/25 3:23 PM,
Test cases,OOSP-222,10413,TC-API-021: Positive Test - Bulk Product Upload,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 3:18 PM,14/Nov/25 3:18 PM,
Test cases,OOSP-221,10412,TC-API-020: Positive Test - Refresh Authentication Token,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 3:06 PM,14/Nov/25 3:06 PM,
Test cases,OOSP-220,10411,TC-API-019: Negative Test - Attempt to Modify Other User's Order,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 3:03 PM,14/Nov/25 3:04 PM,
Test cases,OOSP-219,10410,TC-API-018: Positive Test - Modify Order Status (Admin),,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 2:47 PM,14/Nov/25 2:47 PM,
Test cases,OOSP-218,10409,TC-API-017: Negative Test - Cross-Site Scripting (XSS) Attempt,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Highest,To Do,,14/Nov/25 2:35 PM,14/Nov/25 2:44 PM,
Test cases,OOSP-217,10408,TC-API-016: Positive Test - Get Order History,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,14/Nov/25 2:31 PM,14/Nov/25 2:32 PM,
Test cases,OOSP-216,10407,TC-API-015: Negative Test - Invalid Authentication Token,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Highest,To Do,,14/Nov/25 2:28 PM,14/Nov/25 2:29 PM,
Test cases,OOSP-215,10406,TC-API-014: Positive Test - Checkout Process Completion,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 2:25 PM,14/Nov/25 2:26 PM,
Test cases,OOSP-214,10405,TC-API-013: Negative Test - SQL Injection Attempt,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 2:21 PM,14/Nov/25 2:21 PM,
Test cases,OOSP-213,10404,TC-API-012: Positive Test - Add Product to Shopping Cart,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,14/Nov/25 2:18 PM,14/Nov/25 2:18 PM,
Test cases,OOSP-212,10403,TC-API-011: Negative Test - Rate Limit Check,,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,14/Nov/25 2:12 PM,14/Nov/25 2:18 PM,
Test cases,OOSP-211,10370,TC-API-009: Negative Test - Required Field Missing (Product Create),Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,14/Nov/25 1:03 AM,14/Nov/25 8:12 AM,
Test cases,OOSP-210,10369,TC-API-010: Positive Test - Search Products by Keyword,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Highest,To Do,,13/Nov/25 10:57 PM,14/Nov/25 11:45 AM,
Test cases,OOSP-209,10368,TC-API-004: Positive Test - Retrieve Customer Details,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,13/Nov/25 10:55 PM,14/Nov/25 9:23 AM,
Test cases,OOSP-208,10367,TC-API-007: Negative Test - Unauthorized Product Deletion,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,13/Nov/25 10:54 PM,14/Nov/25 8:50 AM,
Test cases,OOSP-207,10366,TC-API-002: Positive Test - Create New Product,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,13/Nov/25 10:49 PM,14/Nov/25 9:49 AM,
Test cases,OOSP-206,10365,TC-API-005: Negative Test - Invalid Product ID Deletion,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,13/Nov/25 10:49 PM,14/Nov/25 9:02 AM,
Test cases,OOSP-205,10364, TC-API-006: Positive Test - Update Customer NameTC-API-006: Positive Test - Update Customer Name,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,13/Nov/25 10:48 PM,14/Nov/25 9:59 AM,
Test cases,OOSP-204,10363,TC-API-001: Negative Test - Deny Product Modify,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Highest,To Do,,13/Nov/25 10:48 PM,14/Nov/25 10:36 AM,
Test cases,OOSP-203,10362,TC-API-008: Positive Test - Get All Categories List,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Low,To Do,,13/Nov/25 10:47 PM,14/Nov/25 8:15 AM,
Bug,OOSP-202,10361,Invalid Date (Text),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,13/Nov/25 4:26 PM,13/Nov/25 10:25 PM,
Bug,OOSP-201,10360,Invalid Birth Date/Year,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,13/Nov/25 4:24 PM,13/Nov/25 10:25 PM,
Bug,OOSP-200,10359,user phone number didn't come back with showing full data,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,13/Nov/25 4:23 PM,13/Nov/25 10:25 PM,
API,OOSP-199,10358,testing api User Not Found,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,13/Nov/25 4:21 PM,13/Nov/25 10:25 PM,
API,OOSP-198,10357,Invalid Birth Date/Year,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,13/Nov/25 4:20 PM,13/Nov/25 10:25 PM,
API,OOSP-197,10356,Successful Full Update (All fields),,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,13/Nov/25 4:19 PM,13/Nov/25 10:25 PM,
API,OOSP-196,10355,Missing Required Field: Attempt to send the request without the required email field.,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,13/Nov/25 4:18 PM,13/Nov/25 10:25 PM,
API,OOSP-195,10354, Invalid Email Format: Attempt to update with a syntactically incorrect email address.,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,13/Nov/25 4:18 PM,13/Nov/25 10:25 PM,
API,OOSP-194,10353,PUT /updateAccount: Successful Update: Verify updating name successfully.,,,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,13/Nov/25 4:17 PM,13/Nov/25 10:25 PM,
API,OOSP-193,10352,GET /brandsList: Verify response time within 3 seconds.,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:48 PM,13/Nov/25 1:50 PM,
API,OOSP-192,10351,GET /brandsList: Invalid Method Check (POST).,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:44 PM,13/Nov/25 1:50 PM,
API,OOSP-191,10350,GET /brandsList: Successful Fetch: Verify retrieving all brands successfully.,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:43 PM,13/Nov/25 1:50 PM,
API,OOSP-188,10347,POST /productsList: Invalid Method: Attempt to post to productsList endpoint.,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:36 PM,13/Nov/25 1:50 PM,
API,OOSP-187,10346,GET /productsList: Invalid Method Check (POST).,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:24 PM,13/Nov/25 1:50 PM,
API,OOSP-186,10345,GET /productsList: Verify response time within 3 seconds.,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:24 PM,13/Nov/25 1:50 PM,
API,OOSP-184,10343,GET /productsList: Verify response structure and mandatory fields.,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:24 PM,13/Nov/25 1:50 PM,
API,OOSP-183,10342,GET /productsList: Successful Fetch: Verify retrieving all products successfully.,,,Mahmoud Khaled,712020:94e5d422-4468-4e48-a513-4cbacf28937d,Medium,To Do,,13/Nov/25 1:22 PM,13/Nov/25 1:50 PM,
Story,OOSP-181,10308,"US03: As an admin, I want to add new products to the catalog (including name, price, description, category, image, and quantity) so that customers can view and purchase them.",,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,12/Nov/25 8:59 PM,12/Nov/25 9:00 PM,
Story,OOSP-180,10307,"US02: As an admin, I want to filter dashboard data by date range (Today, This Week, This Month, Custom Range) so that I can analyze sales trends.",,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,Medium,To Do,,12/Nov/25 8:55 PM,12/Nov/25 8:55 PM,
Story,OOSP-179,10306,"US01: As an admin, I want to view dashboard statistics (total sales, total orders, total customers, and top products) so that I can monitor store performance.",,,Noha,712020:caf69772-5666-4d9b-a48b-77b17c684822,High,To Do,,12/Nov/25 8:50 PM,12/Nov/25 8:51 PM,
Test cases,OOSP-178,10305,Unlink topic,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:11 PM,12/Nov/25 5:11 PM,
Test cases,OOSP-177,10304,Link multiple topics,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:11 PM,12/Nov/25 5:11 PM,
Test cases,OOSP-176,10303,Validation,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:10 PM,12/Nov/25 5:10 PM,
Test cases,OOSP-175,10302,Edit article,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:10 PM,12/Nov/25 5:10 PM,
Test cases,OOSP-174,10301,Create article,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:09 PM,12/Nov/25 5:09 PM,
Test cases,OOSP-173,10300,Enable topic,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:09 PM,12/Nov/25 5:09 PM,
Test cases,OOSP-172,10299,Disable topic,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,To Do,,12/Nov/25 5:08 PM,12/Nov/25 5:08 PM,
Test cases,OOSP-171,10298,Sort by order,,,Momen Rashed,712020:f68fcdad-27af-427a-b7f6-fd3878b2a7ef,Medium,Pass,Done,12/Nov/25 5:08 PM,14/Nov/25 5:34 AM,
